laza	ADJ	"A svéd masszázszsal ellentétben ez már ruhás maszszázs, vagyis könnyű, laza öltözetben a földön fekve kapjuk a kezelést.”
laza	ADJ	"Ez a regény egy laza tetralógia része."
laza	ADJ	"Laza költségvetési politika mellett azért nem szabad szigorú monetáris politikát folytatni, mert az mesterségesen alacsony szintre szorítja le az inflációt."
laza	ADJ	"Pizarro rendkívül laza (egyben bravúros) mozdulattal, sarokkal a kapuba lőtt."
laza	ADJ	"Vilmos Sándor tud túl laza is lenni."
laza	ADJ	"tollazatuk nem igen laza, szemök sárga, ..."
lenni	VERB	"Egyszer volt, hol nem volt..." - a magyar mesék jellemző kezdete.
lenni	VERB	A lánya megvan már vagy húsz éves.
lenni	VERB	Az a zsák megvan úgy fél mázsa is!
lenni	VERB	Azon az állasponton vagyok, hogy most tévedsz.
lenni	VERB	Bizalommal van iránta.
lenni	VERB	Csupa sár volt a ruhája.
lenni	VERB	Délután két óra van.
lenni	VERB	Fenn van.
lenni	VERB	Hát igen, a pénznek biztos meg lesz a helye.
lenni	VERB	Jó volt sétálni.
lenni	VERB	Készen van.
lenni	VERB	Ma van a verseny!
lenni	VERB	Megvan már annak vagy hét éve, hogy nem láttalak!
lenni	VERB	Mi van vele?
lenni	VERB	Mit volt mit tenni, nekivágtunk a hosszú útnak.
lenni	VERB	Mostanában sok időm van.
lenni	VERB	Mozgásban van.
lenni	VERB	Május van.
lenni	VERB	Mária vagyok.
lenni	VERB	Nem volt ott.
lenni	VERB	Sötét van.
lenni	VERB	Tévedésben van.
lenni	VERB	Van hol aludni!
lenni	VERB	Én sem vagyok teljesen hülye!
lenni	VERB	Úgy van!
lenni	VERB	Útban van hazafelé.
légnyomás	NOUN	A légnyomás betörte az ablakot.
légnyomás	NOUN	Légnyomást kapott.
maccs	NOUN	Kimászik  a maccsból.
macedón	NOUN	A meccsre több száz macedón kilátogatott.
magyar	NOUN	Csak töri a magyart.
megemlékezik	VERB	Tegnap világszerte megemlékeztek a holokauszt áldozatairól.
megkárosít	VERB	Megkárosítja a vevőt.
meglep	VERB	A fiú anyja meglepte a párt.
meglepetés	NOUN	Nagy meglepetés volt, hogy el tudtál jönni a születésnapomra.
messze	ADV	Messze ő volt a legtehetségesebb diák.
mutat	VERB	Többet kéne mutatnod a szép, magas homlokodból.
nap	NOUN	Milyen hosszú egy nap a Jupiteren?
nap	NOUN	Még két napja van az indulásig.
nehéz	ADJ	Nehéz szívvel vettem búcsút szeretett nagyapámtól.
nehéz	ADJ	Nehéz terhet cipelnek a teherhordók.
nehéz	ADJ	Nehéz volt átmenni a vizsgán.
nemlét	NOUN	Az előadás a mozgás, a tánc nyelvén fogalmazza meg a lét és a nemlét viszonyát.
nyomakodik	VERB	Előre nyomakodott.
oktatás	NOUN	Bill Gates szerint Magyarországon kiemelkedően gyors volt a fejlődés az informatikai oktatás területén az elmúlt években.
oldat	NOUN	A peroxid vizes oldatát használta.
oszlop	NOUN	Oszlopokban álltak a könyvek az asztalán.
osztály	NOUN	A madarak osztálya ez emlősök és hüllők osztálya közt található.
osztály	NOUN	Miért sikeresebb néhány tanár az osztály fegyelmezésében, mint mások?
parancs	NOUN	Parancsra cselekedtem, nem önálló döntés volt.
pssz	INTJ	- Sokan voltak? - Pssz, rengetegen!
pszichiáter	NOUN	Elég nagy gondod lehet, ha már pszichiáterhez kell fordulnod.
pár	NOUN	Egy fiatal pár érkezett közösségünkbe Miskolcról.
pár	NOUN	Én már rég kiszálltam a játékból, mert csak egy alacsony párom volt.
repülés	NOUN	A repülés fantasztikus élmény volt.
ritka	ADJ	A teljes napfogyatkozás ritka természeti esemény.
rozmaring	NOUN	Hogyan kell teleltetni a rozmaringot?
rugó	NOUN	Az óra, a dívány rugója.
rumba	NOUN	A rumbát gyakran hatodik standard táncként emlegették.
sivatag	NOUN	A sivatagban könnyű eltévedni a sok egyforma homokbucka között.
slamasztika	NOUN	"Nagy slamasztika, kutya egy slamasztika."
slamasztika	NOUN	Benne vagyunk a slamasztikában.
slamasztika	NOUN	Kimászik a slamasztikából.
spanyol	NOUN	A spanyolok nagyon kedvelik a bikaviadalokat.
spanyol	NOUN	Egy madridi felkelést követően a spanyolok összefogtak, és öt éven át tartó függetlenségi háborút vívtak a franciák ellen.
szárad	VERB	A mosott ruha a napon szárad.
szél	NOUN	A széltől is óvja.
szél	NOUN	Bolond lyukból bolond szél fúj.
szél	NOUN	Csapja a szelet valakinek.
szél	NOUN	Ez már a forradalom szele.
szél	NOUN	Fúj a szél.
szél	NOUN	Jó nagy szelet csapsz azzal a lepedővel.
szél	NOUN	Kifogja a szelet a vitorlájából.
szél	NOUN	Kiment a labdából a szél.
szél	NOUN	Megütötte a szél.
szél	NOUN	Más szelek fújnak.
szél	NOUN	Széllel bélelt.
szél	NOUN	Szélnek ereszt.
szívroham	NOUN	A második szívrohamot már nem élte túl.
szövetséges	NOUN	Hazánknak természetes szövetségese még Európában sincs.
szürkül	VERB	Szürkül az ég.
sűrű	ADJ	Sűrű népessége van ennek a területnek.
találkozik	VERB	A folyók száz méterre innen találkoznak.
találkozik	VERB	A képviselők péntek délután találkoznak, hogy megvitassák az ügyet.
találkozik	VERB	Milyen jó, hogy megint találkoztunk!
tartózkodik	VERB	A betegnek tartózkodnia kell az alkoholtól.
tartózkodik	VERB	Két képviselő tartózkodott a szavazásban.
thai	NOUN	A repülőn egy thai mellett ültem.
támogat	VERB	Pista támogatta édesanyját a betegsége alatt.
támogat	VERB	Támogatjuk az iskolareformot.
tócsa	NOUN	A kiöntött tea tócsában állt az asztalon.
utca	NOUN	A szomszéd utcában lakik.
utca	NOUN	A színfalak közötti utcák.
utca	NOUN	A vásár utcái.
utca	NOUN	Az egész utca kivonult, hogy részt vegyen a takarítási akcióban.
utca	NOUN	Az utca embere.
utca	NOUN	Az utca hangulata.
utca	NOUN	Az utcán csavarog.
utca	NOUN	Az utcára kerül.
utca	NOUN	Az utcára lök vagy tesz valakit.
utca	NOUN	Egy nagyon hosszú utcának a végén lakom.
utca	NOUN	Megpróbálta gyermekeit távol tartani az utcától.
verem	NOUN	Verembe esik.
vesz	VERB	A lovag a nyeregbe vette a hercegnőt.
vesz	VERB	Peti sértésnek vette Mari megjegyzését.
vesz	VERB	Vacsora közben háromszor vettem neki a krumpliból, utána már szedett magának.
virág	NOUN	A virágból termés fejlődik.
virág	NOUN	Élete virágjában van.
vág	VERB	Péter egy éles késsel vágott utat az erdőben.
válasz	NOUN	A segítségkérésre válaszként egy csomag érkezett.
válasz	NOUN	Bár sürgős lett volna, napokat kellet várnom válaszára.
válasz	NOUN	Köszönésére mosoly volt a válasz.
válasz	NOUN	Minden problémára a válasza az ivás volt.
válasz	NOUN	Még válaszra sem méltatott.
válasz	NOUN	Válasz fizetve.
válság	NOUN	A gazdasági válság alatt ment tönkre.
város	NOUN	A falu és a város közti különbség.
város	NOUN	A város épületein látszottak a földrengés nyomai.
város	NOUN	Az egész város beszéli.
város	NOUN	Az óvintézkedések bevezetéséért a város felelős.
város	NOUN	Bemegy a városba.
város	NOUN	Kimegy a városba.
vég	NOUN	A film vége felé meglepő fordulat történik.
vég	NOUN	A halál vetett véget szenvedéseinek.
vég	NOUN	A végénél fogta meg a talicskát.
vég	NOUN	Az elején kezdd és meg ne állj, amíg a végére nem érsz!
vég	NOUN	Ez már a vég.
végez	VERB	Végzett az ebéddel.
ábra	NOUN	Amint a mellékelt ábra mutatja.
ábra	NOUN	Az ábrán pontosan nem lehetett látni a részleteket.
ábra	NOUN	Milyen összefüggések figyelhetők meg ezen az ábrán?
ábra	NOUN	No, mi az ábra?
ágyállvány	NOUN	A nyugtalanul forgolódók alatt megreccsent a szalmazsák, az összetákolt ágyállvány.
állat	NOUN	A szivacs az egyetlen mozgásképtelen állat.
állat	NOUN	A zebra csíkos, afrikai állat.
állat	NOUN	Ez a tanár egy állat!
állat	NOUN	Hú, nagyon állat az új kocsid!
állat	NOUN	No, megyek, megnézem az állatokat!
érdemleges	ADJ	Érdemleges esemény nem történt.
érez	VERB	Ha őt látom, mindig különös boldogságot érzek.
érez	VERB	Veled érzünk, Miki!
érez	VERB	Érzem, hogy meg fogjuk nyerni a pályázatot.
értelem	NOUN	Azt mondják, hogy az ember értelemmel van felvértezve és képes megkülönböztetni a jót a rossztól.
óra	NOUN	Húsz órát vett autóvezetésből.
öblöget	VERB	Ezzel a szájvízzel öblögessen napjában kétszer!
úszik	VERB	A leves színén zsírkarikák úsznak.
úszik	VERB	Csúcsot úszik.
úszik	VERB	Hajók úsznak a Dunán.
úszik	VERB	Ködben úsznak a hegyek.
úszik	VERB	Úszik a fürdőszoba.
úszik	VERB	Úszik a zsírban.
ütés	NOUN	Az ismétlődő ütések következtében nagy véraláfutás jelent meg a hátán.
ütés	NOUN	Miután hosszan kivezette az ütést, Szávay egyensúlyba került.
őrség	NOUN	Éjjel őrségben volt.
