ihmiskunta	emberiség	NOUN	NOUN
ilkeys	rosszakarat	NOUN	NOUN
ilkeys	rosszindulat	NOUN	NOUN
ilves	hiúz	NOUN	NOUN
isku	ütés	NOUN	NOUN
itsetyydytys	önkielégítés	NOUN	NOUN
joruba	joruba	NOUN	NOUN
juoru	híresztelés	NOUN	NOUN
juoru	pletyka	NOUN	NOUN
jäljentäminen	másolás	NOUN	NOUN
järjettömyys	abszurdum	NOUN	NOUN
jääkylmä	jéghideg	ADJ	ADJ
jäätynyt	fagyott	ADJ	ADJ
kaapu	talár	NOUN	NOUN
kaari	boltozat	NOUN	NOUN
kaide	korlát	NOUN	NOUN
kampanja	hadjárat	NOUN	NOUN
kampanja	kampány	NOUN	NOUN
kannattaa	támogat	VERB	VERB
karsina	ól	NOUN	NOUN
kateederi	pulpitus	NOUN	NOUN
kaukana	messze	ADV	ADV
kauppa	üzlet	NOUN	NOUN
kaupunki	város	NOUN	NOUN
keinutuoli	hintaszék	NOUN	NOUN
kelloseppä	órás	NOUN	NOUN
kelloseppä	órásmester	NOUN	NOUN
kerho	egylet	NOUN	NOUN
kerho	klub	NOUN	NOUN
kertoa	beszél	VERB	VERB
kertoa	szoroz	VERB	VERB
kertomus	beszámoló	NOUN	NOUN
kertomus	riport	NOUN	NOUN
keskipiste	központ	NOUN	NOUN
kiertää	forgat	VERB	VERB
kihlaus	eljegyzés	NOUN	NOUN
kihlaus	kézfogó	NOUN	NOUN
kiikkutuoli	hintaszék	NOUN	NOUN
kiinalainen	kínai	NOUN	NOUN
kiinteä	szilárd	ADJ	ADJ
kiista	veszekedés	NOUN	NOUN
kilpirauhanen	pajzsmirigy	NOUN	NOUN
klorofylli	klorofill	NOUN	NOUN
klorofylli	levélzöld	NOUN	NOUN
klubi	egylet	NOUN	NOUN
klubi	klub	NOUN	NOUN
knalli	keménykalap	NOUN	NOUN
koeputki	kémcső	NOUN	NOUN
kohottaa	felemel	VERB	VERB
kohteliaisuus	udvariasság	NOUN	NOUN
kohtuullinen	mérsékelt	ADJ	ADJ
koiras-	hím	ADJ	ADJ
koiras-	hímnemű	ADJ	ADJ
kolhoosi	kolhoz	NOUN	NOUN
komento	parancs	NOUN	NOUN
konsultti	tanácsadó	NOUN	NOUN
koordinaatti	koordináta	NOUN	NOUN
korea	koreai	NOUN	NOUN
korottaa	felemel	VERB	VERB
korruptio	korrupció	NOUN	NOUN
korsetti	fűző	NOUN	NOUN
kortteli	háztömb	NOUN	NOUN
kottikärryt	talicska	NOUN	NOUN
koukku	horog	NOUN	NOUN
koukku	kampó	NOUN	NOUN
koulutus	oktatás	NOUN	NOUN
kraatteri	kráter	NOUN	NOUN
kriisi	krízis	NOUN	NOUN
kriisi	válság	NOUN	NOUN
kromi	króm	NOUN	NOUN
ksylofoni	xilofon	NOUN	NOUN
kuivaa	szárad	VERB	VERB
kuivua	szárad	VERB	VERB
kukka	virág	NOUN	NOUN
kukkatarha	virágoskert	NOUN	NOUN
kukkavarsi	szár	NOUN	NOUN
kukkula	domb	NOUN	NOUN
kumpu	domb	NOUN	NOUN
kunnianloukkaus	rágalmazás	NOUN	NOUN
kunnianloukkaus	rágalom	NOUN	NOUN
kuoppa	gödör	NOUN	NOUN
kuoppa	verem	NOUN	NOUN
kuori	ház	NOUN	NOUN
kuori	váz	NOUN	NOUN
kuperkeikka	bukfenc	NOUN	NOUN
kupoli	kupola	NOUN	NOUN
kylmä	hideg	ADJ	ADJ
kärttyisä	ingerlékeny	ADJ	ADJ
käsky	parancs	NOUN	NOUN
käytetty	levetett	ADJ	ADJ
kääntää	forgat	VERB	VERB
köynnöskasvi	futónövény	NOUN	NOUN
laantua	elcsendesedik	VERB	VERB
laantua	elcsitul	VERB	VERB
laantua	elhal	VERB	VERB
laantua	lanyhul	VERB	VERB
laantua	tompul	VERB	VERB
lahdata	levág	VERB	VERB
lahdata	leöl	VERB	VERB
lahdata	vág	VERB	VERB
lahdata	öl	VERB	VERB
laiton	törvénytelen	ADJ	ADJ
laiva	hajó	NOUN	NOUN
lakata	befejez	VERB	VERB
lakata	elhal	VERB	VERB
lakata	szűnik	VERB	VERB
laki	jogszabály	NOUN	NOUN
lammikko	tócsa	NOUN	NOUN
langobardi	longobárd	NOUN	NOUN
lauta	deszka	NOUN	NOUN
lehtivihreä	klorofill	NOUN	NOUN
lehtivihreä	levélzöld	NOUN	NOUN
leipä	kenyér	NOUN	NOUN
lento	repülés	NOUN	NOUN
lentäminen	repülés	NOUN	NOUN
lihakauppa	húsbolt	NOUN	NOUN
liittolainen	szövetséges	NOUN	NOUN
liitu	kréta	NOUN	NOUN
linnake	erőd	NOUN	NOUN
linnake	erődítmény	NOUN	NOUN
linnoitus	erőd	NOUN	NOUN
linnoitus	erődítmény	NOUN	NOUN
liuos	oldat	NOUN	NOUN
lokki	sirály	NOUN	NOUN
lopettaa	befejez	VERB	VERB
lopettaa	végez	VERB	VERB
lopettaa	öl	VERB	VERB
loppu	vég	NOUN	NOUN
luento	előadás	NOUN	NOUN
luento	óra	NOUN	NOUN
lukio	középiskola	NOUN	NOUN
luksus	fényűzés	NOUN	NOUN
luksus	luxus	NOUN	NOUN
luku	fejezet	NOUN	NOUN
luokka	osztály	NOUN	NOUN
luonteenomainen	jellegzetes	ADJ	ADJ
luultavasti	valószínűleg	ADV	ADV
lähdeluettelo	bibliográfia	NOUN	NOUN
lähdeluettelo	irodalomjegyzék	NOUN	NOUN
lätäkkö	tócsa	NOUN	NOUN
maasto	terep	NOUN	NOUN
maavoimat	hadsereg	NOUN	NOUN
maitohammas	tejfog	NOUN	NOUN
majoittaa	befogad	VERB	VERB
makedonialainen	macedón	NOUN	NOUN
maksa	máj	NOUN	NOUN
mekanismi	szerkezet	NOUN	NOUN
menneisyys	múlt	NOUN	NOUN
merkitys	értelem	NOUN	NOUN
mielettömyys	abszurdum	NOUN	NOUN
mies	férj	NOUN	NOUN
miinakenttä	aknamező	NOUN	NOUN
mikrobiologia	mikrobiológia	NOUN	NOUN
molybdeeni	molibdén	NOUN	NOUN
mopsi	mopsz	NOUN	NOUN
muistaa	megemlékezik	VERB	VERB
munasolu	petesejt	NOUN	NOUN
muoto	forma	NOUN	NOUN
murhata	kinyír	VERB	VERB
murhata	meggyilkol	VERB	VERB
murhata	végez	VERB	VERB
murhata	öl	VERB	VERB
mustamaalaus	rágalmazás	NOUN	NOUN
mustamaalaus	rágalom	NOUN	NOUN
muuntaminen	átalakítás	NOUN	NOUN
määritelmä	definíció	NOUN	NOUN
naamiointi	leplezés	NOUN	NOUN
neuvonantaja	tanácsadó	NOUN	NOUN
neuvosto	szovjet	NOUN	NOUN
nimetön	gyűrűsujj	NOUN	NOUN
nimistö	terminológia	NOUN	NOUN
norsu	elefánt	NOUN	NOUN
nostaa	felemel	VERB	VERB
nostaa	vesz	VERB	VERB
nuori	serdülőkorú	ADJ	ADJ
näyttää	mutat	VERB	VERB
ohdake	bogáncs	NOUN	NOUN
olemattomuus	nemlét	NOUN	NOUN
olettamus	feltevés	NOUN	NOUN
olettamus	feltételezés	NOUN	NOUN
oletus	feltevés	NOUN	NOUN
oletus	feltételezés	NOUN	NOUN
olla riippuvainen	függ	VERB	VERB
olla riippuvainen	múlik	VERB	VERB
ominainen	jellegzetes	ADJ	ADJ
ominainen	sajátságos	ADJ	ADJ
omituinen	sajátságos	ADJ	ADJ
ongelma	probléma	NOUN	NOUN
onki	horgászbot	NOUN	NOUN
opinkappale	elv	NOUN	NOUN
opinkappale	tan	NOUN	NOUN
opinkappale	tantétel	NOUN	NOUN
oppi	elv	NOUN	NOUN
oppi	oktatás	NOUN	NOUN
oppi	tan	NOUN	NOUN
oppi	tantétel	NOUN	NOUN
osakkeenomistus	részvénytulajdon	NOUN	NOUN
osasto	osztály	NOUN	NOUN
ostaa	vesz	VERB	VERB
ostaa	vásárol	VERB	VERB
otsa	homlok	NOUN	NOUN
ottaa	befogad	VERB	VERB
ottaa	vesz	VERB	VERB
outo	sajátságos	ADJ	ADJ
pahantahtoisuus	rosszakarat	NOUN	NOUN
pahantahtoisuus	rosszindulat	NOUN	NOUN
paikallisesti	helyileg	ADV	ADV
pakastunut	fagyott	ADJ	ADJ
pala	szelet	NOUN	NOUN
palatsi	palota	NOUN	NOUN
palkallinen	fizetett	ADJ	ADJ
palkki	gerenda	NOUN	NOUN
panettelu	rágalmazás	NOUN	NOUN
panttivanki	túsz	NOUN	NOUN
pari	pár	NOUN	NOUN
parjaus	rágalmazás	NOUN	NOUN
parjaus	rágalom	NOUN	NOUN
parlamentti	országgyűlés	NOUN	NOUN
parlamentti	parlament	NOUN	NOUN
passiivisuus	passzivitás	NOUN	NOUN
patentti	szabadalom	NOUN	NOUN
paštu	pastu	NOUN	NOUN
perusta	alap	NOUN	NOUN
pidättyä	tartózkodik	VERB	VERB
pidättäytyä	tartózkodik	VERB	VERB
pihdit	fogó	NOUN	NOUN
pilkanteko	parodizálás	NOUN	NOUN
pilvi	felhő	NOUN	NOUN
pilvi	fű	NOUN	NOUN
pisaroida	csepeg	VERB	VERB
pisaroida	csöpög	VERB	VERB
poikkeuksellinen	sajátságos	ADJ	ADJ
postikortti	levelezőlap	NOUN	NOUN
potkuri	propeller	NOUN	NOUN
pronssi	bronz	NOUN	NOUN
propelli	propeller	NOUN	NOUN
psykiatri	pszichiáter	NOUN	NOUN
psykologia	lélektan	NOUN	NOUN
psykologia	pszichológia	NOUN	NOUN
puhua	beszél	VERB	VERB
puhujakoroke	pulpitus	NOUN	NOUN
purkaus	kitörés	NOUN	NOUN
pussi	zacskó	NOUN	NOUN
putki	csővezeték	NOUN	NOUN
putkisto	csővezeték	NOUN	NOUN
pylväs	oszlop	NOUN	NOUN
pylväs	pózna	NOUN	NOUN
pyörittää	forgat	VERB	VERB
päärynä	körte	NOUN	NOUN
raataa	robotol	VERB	VERB
rahaton	tönkrement	ADJ	ADJ
rakko	hólyag	NOUN	NOUN
rakkula	hólyag	NOUN	NOUN
rako	rés	NOUN	NOUN
rankka	nehéz	ADJ	ADJ
ranta	part	NOUN	NOUN
raportti	beszámoló	NOUN	NOUN
raportti	riport	NOUN	NOUN
rappari	vakoló	NOUN	NOUN
rasismi	fajgyűlölet	NOUN	NOUN
rasismi	rasszizmus	NOUN	NOUN
raskas	nehéz	ADJ	ADJ
reikä	rés	NOUN	NOUN
resepti	recept	NOUN	NOUN
retoromaani	rétoromán	NOUN	NOUN
reuna	szél	NOUN	NOUN
riimi	rím	NOUN	NOUN
riippua	függ	VERB	VERB
riippua	múlik	VERB	VERB
riippusilta	függőhíd	NOUN	NOUN
riita	veszekedés	NOUN	NOUN
rojalti	jogdíj	NOUN	NOUN
rosmariini	rozmaring	NOUN	NOUN
rotuviha	fajgyűlölet	NOUN	NOUN
rotuviha	rasszizmus	NOUN	NOUN
ruiskupistooli	szórópisztoly	NOUN	NOUN
rumba	rumba	NOUN	NOUN
runko	váz	NOUN	NOUN
ruoho	fű	NOUN	NOUN
ruokala	kantin	NOUN	NOUN
saarni	kőris	NOUN	NOUN
saarni	kőrisfa	NOUN	NOUN
saastuminen	szennyezettség	NOUN	NOUN
saavutettava	elérhető	ADJ	ADJ
sakea	sűrű	ADJ	ADJ
sakkaridi	szacharid	NOUN	NOUN
sakkaridi	szénhidrát	NOUN	NOUN
sallia	enged	VERB	VERB
samaan aikaan	ezalatt	ADV	ADV
seiväs	pózna	NOUN	NOUN
seiväs	rúd	NOUN	NOUN
sekoittaa	elegyít	VERB	VERB
sekoittaa	kever	VERB	VERB
sekoittaa	ötvöz	VERB	VERB
sekopäinen	agyalágyult	ADJ	ADJ
sekopäinen	buggyant	ADJ	ADJ
sekopäinen	dilis	ADJ	ADJ
sekopäinen	flúgos	ADJ	ADJ
sekopäinen	hülye	ADJ	ADJ
sekopäinen	lüke	ADJ	ADJ
selkä	hát	NOUN	NOUN
selonteko	beszámoló	NOUN	NOUN
selonteko	riport	NOUN	NOUN
sidosryhmä	érdekcsoport	NOUN	NOUN
sikhiläisyys	szikhizmus	NOUN	NOUN
sikotauti	mumpsz	NOUN	NOUN
silmäripsi	szempilla	NOUN	NOUN
sitoa	köt	VERB	VERB
soittorasia	zenedoboz	NOUN	NOUN
solki	csat	NOUN	NOUN
solu	sejt	NOUN	NOUN
sosialismi	szocializmus	NOUN	NOUN
strategia	stratégia	NOUN	NOUN
sukkahousut	harisnyanadrág	NOUN	NOUN
suku Acinonyx	Acinonyx nemzetség	NOUN	NOUN
surmata	kinyír	VERB	VERB
surmata	meggyilkol	VERB	VERB
surmata	végez	VERB	VERB
surmata	öl	VERB	VERB
sydäninfarkti	szívinfarktus	NOUN	NOUN
sydäninfarkti	szívroham	NOUN	NOUN
sydänkohtaus	szívinfarktus	NOUN	NOUN
sydänkohtaus	szívroham	NOUN	NOUN
syödä	eszik	VERB	VERB
säveltäjä	komponista	NOUN	NOUN
säveltäjä	zeneszerző	NOUN	NOUN
säädös	jogszabály	NOUN	NOUN
taantua	hanyatlik	VERB	VERB
tahitilainen	tahiti	NOUN	NOUN
takiainen	bogáncs	NOUN	NOUN
takiainen	bojtorján	NOUN	NOUN
takoa	kovácsol	VERB	VERB
talo	ház	NOUN	NOUN
tamma	kanca	NOUN	NOUN
tanakka	szilárd	ADJ	ADJ
tanakka	tömzsi	ADJ	ADJ
tappaa	agyonüt	VERB	VERB
tappaa	kinyír	VERB	VERB
tappaa	levág	VERB	VERB
tappaa	leöl	VERB	VERB
tappaa	meggyilkol	VERB	VERB
tappaa	végez	VERB	VERB
tappaa	öl	VERB	VERB
tarjota	kínál	VERB	VERB
tavata	találkozik	VERB	VERB
tehdas	gyár	NOUN	NOUN
tehdas	üzem	NOUN	NOUN
tehdaslaitos	gyár	NOUN	NOUN
tehdaslaitos	üzem	NOUN	NOUN
tekijänpalkkio	jogdíj	NOUN	NOUN
tekokieli	mesterséges nyelv	NOUN	NOUN
teloitus	kivégzés	NOUN	NOUN
teollisuuslaitos	gyár	NOUN	NOUN
teollisuuslaitos	üzem	NOUN	NOUN
terminologia	terminológia	NOUN	NOUN
teurastaa	levág	VERB	VERB
teurastaa	leöl	VERB	VERB
teurastaa	vág	VERB	VERB
teurastaa	öl	VERB	VERB
texasilainen	texasi	NOUN	NOUN
thaimaalainen	thai	NOUN	NOUN
tihkua	csepeg	VERB	VERB
tihkua	csöpög	VERB	VERB
tippua	csepeg	VERB	VERB
tippua	csöpög	VERB	VERB
todennäköisesti	valószínűleg	ADV	ADV
toimintasuunnitelma	stratégia	NOUN	NOUN
tolppa	oszlop	NOUN	NOUN
tolppa	pózna	NOUN	NOUN
tongit	fogó	NOUN	NOUN
torium	tórium	NOUN	NOUN
tornipöllö	gyöngybagoly	NOUN	NOUN
trikoot	harisnyanadrág	NOUN	NOUN
tukea	támogat	VERB	VERB
tulo	szorzat	NOUN	NOUN
tunnusomainen	jellegzetes	ADJ	ADJ
tuntea	érez	VERB	VERB
tunti	óra	NOUN	NOUN
tuotantolaitos	gyár	NOUN	NOUN
tuotantolaitos	üzem	NOUN	NOUN
turnaus	torna	NOUN	NOUN
tutkija	kutató	NOUN	NOUN
tutkimusmatka	felfedezőút	NOUN	NOUN
tuttava	ismerős	NOUN	NOUN
tuttu	ismerős	NOUN	NOUN
tuuba	tuba	NOUN	NOUN
typerä	agyalágyult	ADJ	ADJ
typerä	balga	ADJ	ADJ
typerä	balgatag	ADJ	ADJ
typerä	bohó	ADJ	ADJ
typerä	buggyant	ADJ	ADJ
typerä	esztelen	ADJ	ADJ
typerä	flúgos	ADJ	ADJ
tyyntyä	elhal	VERB	VERB
tyyntyä	elül	VERB	VERB
työpaikka	munkahely	NOUN	NOUN
täsmällisyys	pontosság	NOUN	NOUN
täten	ezennel	ADV	ADV
täytekynä	töltőtoll	NOUN	NOUN
uppoutuminen	elmélyedés	NOUN	NOUN
uros-	hím	ADJ	ADJ
uros-	hímnemű	ADJ	ADJ
vaihtelevuus	változatosság	NOUN	NOUN
vaihtelu	változatosság	NOUN	NOUN
vaikuttaa	hat	VERB	VERB
valjaat	lószerszám	NOUN	NOUN
valkea	fehér	NOUN	NOUN
valkea	világos	NOUN	NOUN
valkoinen	fehér	NOUN	NOUN
valloni	vallon	NOUN	NOUN
valtionvelka	államadósság	NOUN	NOUN
vanha	levetett	ADJ	ADJ
vapa	horgászbot	NOUN	NOUN
vapa	rúd	NOUN	NOUN
varsi	nyél	NOUN	NOUN
varsi	szár	NOUN	NOUN
vartio	őrség	NOUN	NOUN
vasemmanpuoleinen	bal	ADJ	ADJ
vasen	bal	ADJ	ADJ
vastaanottaja	címzett	NOUN	NOUN
vauhti	iram	NOUN	NOUN
velvollisuus	kötelesség	NOUN	NOUN
verisukulaisuus	vérrokonság	NOUN	NOUN
verolaki	adótörvény	NOUN	NOUN
vihkisormus	jegygyűrű	NOUN	NOUN
vihkisormus	karikagyűrű	NOUN	NOUN
viihdyttää	elszórakoztat	VERB	VERB
viikonloppu	hétvége	NOUN	NOUN
viipale	szelet	NOUN	NOUN
viljellä	művel	VERB	VERB
villikissa	vadmacska	NOUN	NOUN
vismutti	bizmut	NOUN	NOUN
viulu	hegedű	NOUN	NOUN
vuotaa	csepeg	VERB	VERB
vuotaa	csöpög	VERB	VERB
vähentyä	alábbhagy	VERB	VERB
vähentyä	apad	VERB	VERB
vähentyä	elhal	VERB	VERB
vähentyä	elül	VERB	VERB
vähentyä	fogy	VERB	VERB
vähentyä	gyengül	VERB	VERB
vähentyä	lankad	VERB	VERB
vähentyä	lanyhul	VERB	VERB
vähentyä	szelídül	VERB	VERB
vähentyä	tompul	VERB	VERB
välitön maksu	azonnali fizetés	NOUN	NOUN
väärä	téves	ADJ	ADJ
yhdistys	egylet	NOUN	NOUN
yhdistys	klub	NOUN	NOUN
yhdistää	elegyít	VERB	VERB
yhdistää	kever	VERB	VERB
yhdistää	köt	VERB	VERB
yhdistää	ötvöz	VERB	VERB
yhteisö	közösség	NOUN	NOUN
yksinkertainen	egyszerű	ADJ	ADJ
yleisesti	egyetemesen	ADV	ADV
yleisö	közönség	NOUN	NOUN
yliopisto	egyetem	NOUN	NOUN
yllättää	meglep	VERB	VERB
yllätys	meglepetés	NOUN	NOUN
äitienpäivä	anyák napja	NOUN	NOUN
älytön	dilis	ADJ	ADJ
älytön	esztelen	ADJ	ADJ
ärtyisä	ingerlékeny	ADJ	ADJ
